month,day,year,stddev1q,edx1q,stddev2q,edx2q,stddev3q,edx3q,stddev4q,edx4q,stddev5q,edx5q
6,6,1994,0.58258051,0.62549065,0.89835846,0.99201465,1.1411226,1.264349,1.3100205,1.4725072,1.5479211,1.7230633
6,7,1994,0.57223532,0.61143885,0.88450575,0.97800239,1.108331,1.2273677,1.2683098,1.4289272,1.5102086,1.6864408
6,8,1994,0.57240805,0.61159364,0.90130479,0.99505942,1.1448307,1.2690605,1.2970339,1.4570976,1.5282422,1.6988385
6,9,1994,0.57240805,0.61159364,0.92349833,1.0175563,1.1440893,1.2677799,1.3082522,1.4730113,1.5388774,1.715769
6,10,1994,0.53974079,0.57867792,0.90685159,1.0019262,1.1350445,1.2650768,1.3036531,1.4698341,1.5331642,1.7140212
6,13,1994,0.55358124,0.59217381,0.92025029,1.0189471,1.137427,1.264319,1.317348,1.4851164,1.554381,1.737894
6,14,1994,0.50659214,0.54045876,0.86446808,0.95745351,1.0905822,1.2080916,1.2809291,1.4436743,1.4988269,1.674648
6,15,1994,0.525687,0.56395048,0.88270309,0.97568647,1.1126613,1.2359482,1.2833075,1.4503271,1.5103332,1.6783481
6,16,1994,0.49540401,0.52871391,0.84370285,0.93032313,1.0939466,1.2119433,1.2736624,1.4335994,1.4901644,1.6542887
6,17,1994,0.49770081,0.52694617,0.85185845,0.9385429,1.0910779,1.2071566,1.2796048,1.4378279,1.4997659,1.6689206
6,20,1994,0.4932485,0.52229964,0.84653922,0.93333616,1.0899368,1.2059931,1.3044387,1.4607253,1.481613,1.6607296
6,21,1994,0.53291673,0.56658525,0.86671944,0.95540784,1.134174,1.2610547,1.3321637,1.4925871,1.5305008,1.7103461
6,22,1994,0.52042772,0.5533776,0.87084993,0.95915353,1.1381351,1.2654759,1.3175945,1.4780882,1.5099834,1.6958892
6,23,1994,0.49864625,0.52822044,0.84925816,0.93326859,1.1097282,1.2344502,1.3060641,1.471084,1.491187,1.6722899
6,24,1994,0.52414961,0.55754701,0.86395717,0.95232912,1.1376899,1.2633442,1.324432,1.4884827,1.5179873,1.7061869
6,27,1994,0.52717195,0.56073444,0.8656358,0.95537583,1.1360396,1.261722,1.3256444,1.4910819,1.5212086,1.7115171
6,28,1994,0.54554595,0.58274939,0.89619361,0.98868358,1.1508097,1.2872955,1.3545152,1.5332776,1.5745167,1.7626784
6,29,1994,0.5377711,0.57969861,0.89619361,0.98868358,1.1697375,1.3121889,1.3581973,1.5384678,1.580809,1.7686446
6,30,1994,0.54321062,0.58506601,0.90719419,1.0065987,1.1898597,1.3350611,1.3737874,1.5576089,1.6008874,1.7946885
7,1,1994,0.90719419,1.0065987,1.1912445,1.3350611,1.381727,1.5707568,1.6011247,1.7946885,1.1769594,1.5868657
7,5,1994,0.88369973,0.97595542,1.1697774,1.3153317,1.3787036,1.5615429,1.591359,1.7897937,1.2008952,1.5798497
7,6,1994,0.86012031,0.94664876,1.1384933,1.2811336,1.348557,1.5259666,1.5670229,1.7514324,1.2136516,1.5750161
7,7,1994,0.83554447,0.91674267,1.1178637,1.2576957,1.327184,1.4994277,1.5551433,1.7436243,1.2224098,1.5736207
7,8,1994,0.85400688,0.9425133,1.1501879,1.2864642,1.3596647,1.5454264,1.5747856,1.7709644,1.1191315,1.5174827
7,11,1994,0.87034134,0.96408952,1.1579043,1.2972815,1.3682206,1.5537809,1.5951309,1.7911267,1.5949697,2.0007098
7,12,1994,0.84013068,0.93194476,1.1295437,1.2658995,1.3580675,1.5336342,1.5714817,1.7625911,1.5933337,1.9745156
7,13,1994,0.81919046,0.90521766,1.1066059,1.2350861,1.3322496,1.5051872,1.5914111,1.7643168,1.586458,1.9611318
7,14,1994,0.76516159,0.84443555,1.0631501,1.1793642,1.2859938,1.4373904,1.5616086,1.7286199,1.5639867,1.9050958
7,15,1994,0.74406392,0.81741041,1.0324051,1.1431763,1.2598793,1.4054238,1.5418073,1.7069586,1.5508588,1.8784022
7,18,1994,0.72202541,0.79426462,1.0087608,1.1186846,1.2472558,1.396685,1.510224,1.6662814,1.5446446,1.8702288
7,19,1994,0.72040119,0.79125963,1.0068261,1.1174872,1.2417872,1.3887004,1.5014448,1.6548694,1.544319,1.8496723
7,20,1994,0.76924343,0.84318986,1.0399455,1.1525246,1.2718972,1.4253084,1.5287364,1.696097,1.6100914,1.8640135
7,21,1994,0.79519258,0.87534278,1.057702,1.1772202,1.2849713,1.4432953,1.5574004,1.7252224,1.6254678,1.8781381
7,22,1994,0.77845247,0.85864098,1.047837,1.1672609,1.2848529,1.4433426,1.5549247,1.719756,1.6168228,1.8770435
7,25,1994,0.76945436,0.84925846,1.0394203,1.1525606,1.2781179,1.4365583,1.533221,1.6947849,1.6074015,1.8627004
7,26,1994,0.74254345,0.81482652,1.0125645,1.1204181,1.2428262,1.3921418,1.4961765,1.6522496,1.6042175,1.8620175
7,27,1994,0.73543125,0.804487,1.0109159,1.1187587,1.2441101,1.3931342,1.5151999,1.6751575,1.6102267,1.861911
7,28,1994,0.72972131,0.79989709,1.0041351,1.1070423,1.2416399,1.3919183,1.5128139,1.673625,1.6048325,1.86091
7,29,1994,0.72457349,0.79423123,0.99857417,1.1027673,1.2081946,1.3526498,1.4893077,1.6488576,1.5852446,1.804143
8,1,1994,0.72880219,0.79868814,0.99855813,1.1039022,1.2175894,1.3588452,1.4811616,1.6318553,1.5849046,1.8007571
8,2,1994,0.72273533,0.79423123,0.98390828,1.0870241,1.2171612,1.357941,1.4723608,1.6221771,1.5837182,1.7989579
8,3,1994,0.70387223,0.77354881,0.97935826,1.0828322,1.2193822,1.3630029,1.4731845,1.623164,1.5753095,1.7902668
8,4,1994,0.69085351,0.75629632,0.97680224,1.080188,1.2193822,1.3630029,1.4579877,1.6029988,1.5791433,1.7949856
8,5,1994,0.70198497,0.76713952,0.99030598,1.0966285,1.2369299,1.3844164,1.5056295,1.6568554,1.5944582,1.8119447
8,8,1994,0.69121835,0.75599392,0.96740632,1.0673939,1.2334103,1.3841795,1.5006238,1.6516133,1.5939811,1.8119447
8,9,1994,0.6839465,0.74857091,0.97052891,1.0668879,1.2340566,1.3801919,1.5021123,1.6519667,1.5899854,1.807677
8,10,1994,0.66572936,0.72972598,0.95072232,1.0487479,1.2133097,1.3557025,1.4797858,1.6321697,1.5877023,1.8056708
8,11,1994,0.65050631,0.71428045,0.93863723,1.031967,1.1966388,1.3347537,1.4597626,1.6115551,1.5712863,1.7892356
8,12,1994,0.61306137,0.67253487,0.906504,0.99807912,1.1710027,1.3044396,1.443074,1.5912661,1.551596,1.7643611
8,15,1994,0.63890172,0.70214481,0.91618756,1.0039814,1.1682899,1.2994782,1.435171,1.5827575,1.5400186,1.7482448
8,16,1994,0.57625045,0.63481791,0.84285642,0.92752989,1.132899,1.2556011,1.3840615,1.5239515,1.5176986,1.7060645
8,17,1994,0.56500961,0.6218105,0.82229774,0.90353346,1.0932457,1.2182217,1.3461917,1.4818415,1.4916561,1.6688672
8,18,1994,0.54844544,0.60284675,0.82104177,0.8966884,1.1086089,1.231258,1.3656037,1.5044605,1.4972194,1.674405
8,19,1994,0.52623411,0.57555666,0.78754186,0.86226729,1.0931658,1.2170772,1.3344932,1.4669167,1.4867532,1.6578924
8,22,1994,0.5225423,0.57222195,0.79003647,0.86146815,1.0972326,1.219157,1.3417415,1.4713294,1.4800332,1.6459785
8,23,1994,0.52242358,0.57379364,0.77957635,0.85302711,1.0776498,1.195365,1.3114803,1.4428174,1.4522597,1.6124156
8,24,1994,0.52472922,0.57358544,0.77974759,0.85265555,1.0385402,1.1562764,1.2882926,1.4184882,1.4345236,1.5940983
8,25,1994,0.50821559,0.55447732,0.7650814,0.83602455,1.0260512,1.1411201,1.2635073,1.3879097,1.4141283,1.566788
8,26,1994,0.50824183,0.55670613,0.74574282,0.81901878,1.0255163,1.1406081,1.2573099,1.3816009,1.3976078,1.5458543
8,29,1994,0.4823129,0.53059946,0.75070972,0.82409745,1.0051238,1.1110765,1.2555233,1.3814353,1.3976968,1.5461535
8,30,1994,0.49140908,0.53982639,0.73433353,0.8053883,1.0072743,1.1147638,1.2431649,1.3633237,1.3893712,1.53306
8,31,1994,0.51361723,0.56200668,0.74722792,0.82034526,1.0179222,1.1256527,1.2570115,1.3767944,1.4004263,1.5461594
9,1,1994,0.50520648,0.55329937,0.73584786,0.80676394,1.0063369,1.1132172,1.2455773,1.3649428,1.3832324,1.5272596
9,2,1994,0.47193542,0.51608534,0.72931177,0.79838725,0.99528497,1.1010203,1.2247766,1.3432579,1.3842341,1.5271387
9,6,1994,0.4650816,0.50908653,0.71404659,0.78302389,0.98532599,1.0887155,1.2117481,1.33035,1.3834769,1.5276994
9,7,1994,0.4650816,0.50908653,0.70522197,0.77396092,0.96630885,1.0682367,1.2162548,1.3308216,1.3879136,1.535395
9,8,1994,0.45379028,0.49509571,0.70707692,0.77585954,0.96251114,1.0625335,1.2167442,1.3309944,1.3782531,1.5217735
9,9,1994,0.45349155,0.49510959,0.77045029,0.84049924,1.0299348,1.1458148,1.2931632,1.4128193,1.4216898,1.5786339
9,12,1994,0.44865988,0.48674564,0.78656081,0.86453144,1.0426663,1.1587686,1.3150471,1.4430535,1.4325705,1.5882123
9,13,1994,0.44305269,0.48092892,0.76386446,0.84104941,1.032894,1.1483758,1.3014262,1.4301635,1.4349228,1.5912571
9,14,1994,0.4097784,0.44355158,0.73048336,0.80166398,0.98815892,1.0960883,1.2689425,1.3919076,1.4106151,1.565862
9,15,1994,0.40579633,0.43753821,0.69221392,0.75866995,0.95088324,1.055122,1.2146177,1.332228,1.3869444,1.5319021
9,16,1994,0.41427962,0.44858105,0.72044911,0.79026028,0.98682185,1.0959835,1.2472305,1.3714277,1.3737253,1.5483824
9,19,1994,0.4035462,0.43729656,0.67904942,0.74625993,0.9709329,1.0843189,1.2320542,1.353858,1.3604445,1.5465359
9,20,1994,0.41688847,0.44899943,0.72259988,0.78767101,0.99979638,1.1146776,1.2686992,1.402441,1.3673876,1.5593547
9,21,1994,0.46631319,0.50398407,0.77337952,0.84302782,1.0578409,1.1789504,1.3117882,1.4439291,1.4284755,1.646239
9,22,1994,0.43938508,0.47563992,0.76555038,0.83483588,1.0325781,1.1465356,1.3008138,1.4327221,1.4190496,1.6368658
9,23,1994,0.43938508,0.47563992,0.74478489,0.81396605,1.0390525,1.1538762,1.3008138,1.4327221,1.4115424,1.6222548
9,26,1994,0.44190006,0.47492556,0.75809269,0.82786334,1.0390525,1.1538762,1.3009603,1.4330448,1.4115424,1.6222548
9,27,1994,0.4201647,0.45187033,0.73271926,0.79606248,1.0274533,1.1437428,1.2639216,1.3916796,1.4030143,1.6144831
9,28,1994,0.40811653,0.43902813,0.70788728,0.77254909,0.99514492,1.1078964,1.2454397,1.3733114,1.387312,1.5932092
9,29,1994,0.40808998,0.4367215,0.71466083,0.77658413,1.0068856,1.1200025,1.2672713,1.3954112,1.4269849,1.6224351
9,30,1994,0.39247633,0.4255029,0.68685433,0.74754834,0.97356302,1.0850958,1.2451287,1.3733312,1.4041843,1.5990996
10,3,1994,0.67877293,0.74895881,0.97361989,1.0847059,1.2531451,1.3778955,1.4053956,1.6083297,1.4603623,1.7237026
10,4,1994,0.67090196,0.74088151,0.97915854,1.0912142,1.2461564,1.3905997,1.4052018,1.608039,1.459203,1.7279286
10,5,1994,0.70639381,0.78216971,1.0000668,1.1209656,1.2700065,1.4221783,1.4176184,1.6263058,1.4764731,1.7580786
10,6,1994,0.7099241,0.78581728,1.001816,1.1209656,1.2726588,1.422317,1.4260242,1.63634,1.4821208,1.7661136
10,7,1994,0.7086616,0.78612865,0.98857878,1.1035081,1.2543093,1.4042675,1.4152479,1.6170003,1.4751736,1.7529248
10,10,1994,0.70157057,0.77883889,0.98857878,1.1035081,1.2543093,1.4042675,1.4152479,1.6170003,1.4751736,1.7529248
10,11,1994,0.68959203,0.761713,0.98653757,1.1006747,1.2380713,1.3846253,1.3987833,1.5924996,1.4618677,1.7271402
10,12,1994,0.68402368,0.75605573,0.97876607,1.0943806,1.2339177,1.3801199,1.4000393,1.5987864,1.4625719,1.7304897
10,13,1994,0.64003151,0.70462187,0.92352841,1.0401609,1.2008474,1.3406428,1.3707369,1.5605291,1.4364268,1.6953217
10,14,1994,0.59628511,0.65178782,0.87302123,0.96288331,1.1505306,1.2840723,1.3291104,1.5034195,1.4136871,1.6589398
10,17,1994,0.59364127,0.65389423,0.87423695,0.9684243,1.1486836,1.2820117,1.3311179,1.5091271,1.4114146,1.6624225
10,18,1994,0.59364127,0.65389423,0.87368853,0.96783036,1.1366839,1.2674422,1.3198957,1.4963766,1.4022508,1.6536404
10,19,1994,0.60165872,0.66214096,0.86549746,0.95339832,1.1408045,1.2717025,1.3167493,1.4949542,1.3737498,1.6253096
10,20,1994,0.62581375,0.69086479,0.90325785,1.0067517,1.1802267,1.3137919,1.3418967,1.5310436,1.3804668,1.6503459
10,21,1994,0.62678662,0.6918575,0.90424588,1.0096034,1.1802267,1.3137919,1.341583,1.5330958,1.3815902,1.6503647
10,24,1994,0.63135207,0.69672382,0.90444349,1.0052812,1.1754205,1.313151,1.3306602,1.5225172,1.3761827,1.6490476
10,25,1994,0.62737982,0.692651,0.89331563,0.99392892,1.1732917,1.310948,1.3234507,1.5151148,1.3638049,1.6346453
10,26,1994,0.61935889,0.68432156,0.89051558,0.99103211,1.1625891,1.2999358,1.3134245,1.5055453,1.3519692,1.6234649
10,27,1994,0.59773512,0.65653524,0.86674721,0.96520961,1.1442934,1.2772595,1.3051991,1.4913608,1.3441598,1.6101812
